movie_facebook_likes,imdb_score,cast_total_facebook_likes,movie_title
0,6.3,32563,The SiegeŒæ
15000,7.7,16034,StardustŒæ
0,7,12226,Seven Years in TibetŒæ
0,5.3,18510,The DilemmaŒæ
792,5.6,12993,Bad CompanyŒæ
0,5.2,13517,DoomŒæ
531,5.4,1576,I SpyŒæ
24000,6.4,5861,Underworld: AwakeningŒæ
33000,5.9,712,Rock of AgesŒæ
997,6.3,15916,Hart's WarŒæ
17000,6.5,49608,Killer EliteŒæ
584,3,2763,RollerballŒæ
391,3.6,1846,Ballistic: Ecks vs. SeverŒæ
815,5.8,13628,Hard RainŒæ
2000,6.2,3734,Osmosis JonesŒæ
5000,5.6,6946,Legends of Oz: Dorothy's ReturnŒæ
11000,5.4,28129,BlackhatŒæ
0,6.1,12871,Sky Captain and the World of TomorrowŒæ
764,4.2,1899,Basic Instinct 2Œæ
34000,6.7,15708,Escape PlanŒæ
12000,4.2,1520,The Legend of HerculesŒæ
0,6.4,12556,The Sum of All FearsŒæ
29000,4.9,52547,The Twilight Saga: EclipseŒæ
0,6.8,32871,The ScoreŒæ
31000,7.7,11608,Despicable MeŒæ
617,5.6,1132,Money TrainŒæ
30000,6.4,30010,Ted 2Œæ
29000,7.2,1829,AgoraŒæ
0,6,3986,Mystery MenŒæ
10000,5.9,3393,Hall PassŒæ
0,7.9,18216,The InsiderŒæ
12000,6.8,3524,The Finest HoursŒæ
0,7.1,29824,Body of LiesŒæ
0,5.9,10419,Dinner for SchmucksŒæ
98000,5.9,8281,Abraham Lincoln: Vampire HunterŒæ
0,6.2,1302,EntrapmentŒæ
0,7.4,2465,Last Man StandingŒæ            
0,7,4230,The X FilesŒæ
0,5.4,14625,The Last LegionŒæ
22000,8.6,44998,Saving Private RyanŒæ
32000,6.5,7081,Need for SpeedŒæ
0,6.4,5838,What Women WantŒæ
3000,7.6,5437,Ice AgeŒæ
4000,5.5,12194,DreamcatcherŒæ
71000,7.4,25517,LincolnŒæ
25000,8.7,18563,The MatrixŒæ
5000,7.6,17171,Apollo 13Œæ
0,7.5,1441,Total RecallŒæ
1000,5.5,5265,The Santa Clause 2Œæ
144000,7.6,46204,Les Misí©rablesŒæ
0,6.5,17768,You've Got MailŒæ
0,6.9,11264,Step BrothersŒæ
0,6.7,12396,The Mask of ZorroŒæ
25000,6.6,23018,Due DateŒæ
35000,7.2,2938,UnbrokenŒæ
0,6.4,17771,Space CowboysŒæ
0,6.4,15229,CliffhangerŒæ
0,6,2913,Broken ArrowŒæ
0,6.1,16452,The KidŒæ
0,6,14421,World Trade CenterŒæ
0,6.4,12850,Mona Lisa SmileŒæ
59000,6.4,1375,The DictatorŒæ
10000,7.3,11424,Eyes Wide ShutŒæ
16000,5.2,4796,AnnieŒæ
23000,6.6,11943,FocusŒæ
18000,6.3,29808,This Means WarŒæ
0,5.9,19764,Blade: TrinityŒæ
0,6.4,3860,Red DawnŒæ
688,6.7,1409,Primary ColorsŒæ
32000,5.4,17913,Resident Evil: RetributionŒæ
0,6.4,28643,Death RaceŒæ
4000,6.7,1531,The Long Kiss GoodnightŒæ
892,6.2,1013,Proof of LifeŒæ
0,6.1,32232,Zathura: A Space AdventureŒæ
48000,8.8,13209,Fight ClubŒæ
0,7.1,12088,We Are MarshallŒæ
0,8.1,3537,The MissingŒæ            
0,5.7,15944,Hudson HawkŒæ
177,5,3580,Lucky NumbersŒæ
15000,5.1,3165,"I, FrankensteinŒæ"
0,6.9,450,Oliver TwistŒæ
0,4.8,7048,ElektraŒæ
32000,6.5,49433,Sin City: A Dame to Kill ForŒæ
295,5.1,16710,Random HeartsŒæ
40000,7.1,2131,EverestŒæ
26000,7.5,253,Perfume: The Story of a MurdererŒæ
0,6.2,2725,Austin Powers in GoldmemberŒæ
0,6.3,23365,Astro BoyŒæ
19000,8.1,2129,Jurassic ParkŒæ
0,6.6,5708,Wyatt EarpŒæ
0,6.9,14178,Clear and Present DangerŒæ
0,6.1,58,Dragon BladeŒæ
0,4.3,6334,LittlemanŒæ
0,6.6,14931,U-571Œæ
0,6.8,2668,The American PresidentŒæ
0,3.8,6658,The Love GuruŒæ
0,5.9,14536,3000 Miles to GracelandŒæ
114000,7.9,49912,The Hateful EightŒæ
0,6.3,13232,Blades of GloryŒæ
0,5.5,2558,HopŒæ
13000,7.7,32360,300Œæ
0,6.3,24938,Meet the FockersŒæ
11000,7.1,4811,Marley & MeŒæ
30000,8.5,17716,The Green MileŒæ
0,5.9,1412,Wild HogsŒæ
912,5.8,2252,Chicken LittleŒæ
146000,8.1,4348,Gone GirlŒæ
0,7.9,13249,The Bourne IdentityŒæ
0,7.2,1784,GoldenEyeŒæ
885,6.3,2321,The General's DaughterŒæ
18000,8.1,3698,The Truman ShowŒæ
0,7,1195,The Prince of EgyptŒæ
886,5.5,4050,Daddy Day CareŒæ
22000,6.7,20148,2 GunsŒæ
0,5.2,4171,Cats & DogsŒæ
0,7,35084,The Italian JobŒæ
0,6.1,2636,Two Weeks NoticeŒæ
0,6.6,25788,AntzŒæ
0,5.5,8172,Couples RetreatŒæ
0,5.9,14006,Days of ThunderŒæ
781,5.4,20348,Cheaper by the Dozen 2Œæ
24000,6.4,2517,The Scorch TrialsŒæ
26000,5.7,20440,Eat Pray LoveŒæ
0,6.7,16646,The Family ManŒæ
32000,7.1,24928,REDŒæ
0,6.8,20761,Any Given SundayŒæ
0,6.5,20683,The Horse WhispererŒæ
0,7.6,13581,CollateralŒæ
0,5.5,14611,The Scorpion KingŒæ
0,6.5,4496,Ladder 49Œæ
38000,7,16385,Jack ReacherŒæ
0,5.8,3697,Deep Blue SeaŒæ
0,7.3,679,This Is ItŒæ
42000,6.6,13634,ContagionŒæ
858,4.4,1233,Kangaroo JackŒæ
10000,7.7,647,CoralineŒæ
6000,5,13654,The HappeningŒæ
14000,7.7,20454,Man on FireŒæ
747,4.4,24664,The Shaggy DogŒæ
0,6.1,3943,Starsky & HutchŒæ
0,5.4,4530,Jingle All the WayŒæ
0,6.8,1112,HellboyŒæ
1000,6.5,4713,A Civil ActionŒæ
12000,7,13597,ParaNormanŒæ
0,6.3,38227,The JackalŒæ
0,6.3,3637,PaycheckŒæ
829,6.1,3653,Up Close & PersonalŒæ
0,6.1,13403,The Tale of DespereauxŒæ
0,7.3,2064,Rules of EngagementŒæ            
797,5.3,2018,The TuxedoŒæ
1000,5.4,2318,Under Siege 2: Dark TerritoryŒæ
17000,6.2,1411,Jack Ryan: Shadow RecruitŒæ
24000,6.6,75793,JoyŒæ
28000,5.9,20276,London Has FallenŒæ
0,6.3,3090,Alien: ResurrectionŒæ
0,7.2,1640,ShooterŒæ
11000,6.8,3151,The BoxtrollsŒæ
0,6.1,4294,Practical MagicŒæ
64000,7.8,22128,The Lego MovieŒæ
621,5,4305,Miss Congeniality 2: Armed and FabulousŒæ
0,6.2,53024,Reign of FireŒæ
40000,6.7,34738,Gangster SquadŒæ
0,4.9,12258,Year OneŒæ
23000,7.4,24458,InvictusŒæ
0,7.1,19776,State of PlayŒæ
0,6.2,10623,DuplicityŒæ
448,4.9,2151,My Favorite MartianŒæ
690,6.1,1352,The SentinelŒæ
0,6.1,22668,Planet 51Œæ
0,6.4,31224,Star Trek: NemesisŒæ
0,6.3,1395,Intolerable CrueltyŒæ
11000,6.8,17871,Trouble with the CurveŒæ
0,6.6,7053,Edge of DarknessŒæ
956,5.7,1976,The RelicŒæ
846,5.9,22889,Analyze ThatŒæ
0,6,38809,Righteous KillŒæ
0,6.1,16536,Mercury RisingŒæ
0,6.7,23745,The SoloistŒæ
0,6.7,34774,The Legend of Bagger VanceŒæ
15000,7.9,36897,Almost FamousŒæ
470,5,14918,Garfield 2Œæ
0,4.3,993,xXx: State of the UnionŒæ
20000,5.7,1417,PriestŒæ
880,6.7,11301,Sinbad: Legend of the Seven SeasŒæ
10000,6.7,2525,Event HorizonŒæ
123000,8.1,87697,The AvengersŒæ
0,6.1,2109,DragonflyŒæ
0,5.6,22833,The Black DahliaŒæ
2000,6.6,12634,FlyboysŒæ
0,6.9,3012,The Last CastleŒæ
589,4.8,1262,SupernovaŒæ
17000,6.2,22447,Winter's TaleŒæ
44000,6,10247,The Mortal Instruments: City of BonesŒæ
791,4.9,1865,Meet DaveŒæ
0,5.6,1467,Dark WaterŒæ
641,6.1,15275,EdtvŒæ
0,6.1,5329,InkheartŒæ
2000,4.8,20881,The SpiritŒæ
12000,5.5,42683,MortdecaiŒæ
0,3.8,26564,In the Name of the King: A Dungeon Siege TaleŒæ
0,6.5,12947,Beyond BordersŒæ
426,6,1026,Xi you ji zhi: Sun Wukong san da Baigu JingŒæ
0,6.7,12133,The Great RaidŒæ
117000,8.1,18239,DeadpoolŒæ
296,4.9,2367,Holy ManŒæ
112000,7.3,16277,American SniperŒæ
35000,6.4,5497,GoosebumpsŒæ
990,6.6,2433,"Sabrina, the Teenage WitchŒæ            "
0,6.7,2876,Just Like HeavenŒæ
500,3.6,6299,The Flintstones in Viva Rock VegasŒæ
2000,5.7,14574,Rambo IIIŒæ
472,6,589,LeatherheadsŒæ
0,4.9,36167,The Ridiculous 6Œæ
0,4.7,3150,Did You Hear About the Morgans?Œæ
22000,6.3,5081,The InternshipŒæ
19000,5.9,16098,Resident Evil: AfterlifeŒæ
0,5.9,4416,Red TailsŒæ
0,7,2558,Sex and the CityŒæ            
11000,7.5,45271,The Devil's AdvocateŒæ
12000,5.6,16484,That's My BoyŒæ
0,6.4,2710,DragonHeartŒæ
782,6.3,9814,After the SunsetŒæ
18000,4.3,16121,Ghost Rider: Spirit of VengeanceŒæ
0,5.9,23325,Captain Corelli's MandolinŒæ
0,6.7,4115,Anger ManagementŒæ            
0,5.5,16884,The PacifierŒæ
0,6.2,14146,Walking TallŒæ
59000,8.8,15700,Forrest GumpŒæ
0,5.2,2847,Alvin and the ChipmunksŒæ
0,7,24286,Meet the ParentsŒæ
0,6.6,26754,PocahontasŒæ
0,7.3,12940,SupermanŒæ
960,5.6,3155,The Nutty ProfessorŒæ
0,6.6,13426,HitchŒæ
5000,5.4,4518,George of the JungleŒæ
0,6.3,5713,American WeddingŒæ
65000,7.9,16281,Captain PhillipsŒæ
0,6.3,39822,Date NightŒæ
0,6,2638,CasperŒæ
56000,7.2,37605,The EqualizerŒæ
0,5.1,7184,Maid in ManhattanŒæ
0,7.3,30132,Crimson TideŒæ
32000,8,11036,The Pursuit of HappynessŒæ
0,6.2,2287,FlightplanŒæ
0,6,3888,DisclosureŒæ
0,6.7,13905,City of AngelsŒæ
13000,8.1,3983,Kill Bill: Vol. 1Œæ
0,6.4,22458,BowfingerŒæ
0,8.4,1359,Stargate SG-1Œæ            
0,8,1959,Kill Bill: Vol. 2Œæ
0,6.3,14432,Tango & CashŒæ
8000,6.4,25599,Death Becomes HerŒæ
0,6.6,939,Shanghai NoonŒæ
0,6.4,2916,Executive DecisionŒæ
14000,6,2820,Mr. Popper's PenguinsŒæ
0,6.6,7247,The Forbidden KingdomŒæ
0,5.9,3104,Free BirdsŒæ
0,6.4,1543,Alien 3Œæ
0,6.3,164,EvitaŒæ
0,7.3,24270,RoninŒæ
0,6.8,1752,The Ghost and the DarknessŒæ
30000,7.2,3697,PaddingtonŒæ
15000,5.7,2488,The WatchŒæ
0,6,2248,The HuntedŒæ
0,6.5,13406,InstinctŒæ
0,5.8,14036,Stuck on YouŒæ
0,5.8,10026,Semi-ProŒæ
0,6.7,6254,The Pirates! Band of MisfitsŒæ
14000,7.8,12840,ChangelingŒæ
1000,5.6,31014,Chain ReactionŒæ
0,5.8,24618,The FanŒæ
0,7.4,20660,The Phantom of the OperaŒæ
0,6.9,16899,Elizabeth: The Golden AgeŒæ
0,5.5,10185,íÊon FluxŒæ
953,6.3,1671,Gods and GeneralsŒæ
316,4.7,3952,TurbulenceŒæ
610,5.6,3742,Imagine ThatŒæ
10000,6.4,6089,Muppets Most WantedŒæ
437,4.2,2260,ThunderbirdsŒæ
19000,6.4,4315,BurlesqueŒæ
0,7.7,405,A Very Long EngagementŒæ
0,7.7,1403,LolitaŒæ
448,5.3,15803,Eye See YouŒæ
0,6.7,15371,Blade IIŒæ
26000,7.7,14727,Seven PoundsŒæ
10000,5.7,25418,Bullet to the HeadŒæ
0,7.6,16949,The Godfather: Part IIIŒæ
0,6.4,12700,ElizabethtownŒæ
0,5.6,847,"You, Me and DupreeŒæ"
0,6.8,2908,Superman IIŒæ
2000,2.4,286,GigliŒæ
0,6.2,27614,All the King's MenŒæ
0,5.9,26527,ShaftŒæ
0,7.1,6017,AnastasiaŒæ
10000,7.6,2601,Moulin Rouge!Œæ
361,5.5,13390,Domestic DisturbanceŒæ
44000,7,63769,Black MassŒæ
0,7.1,24468,Flags of Our FathersŒæ
21000,7.4,22517,Law Abiding CitizenŒæ
0,7.6,22186,GrindhouseŒæ
853,5.9,2397,BelovedŒæ
672,5.9,26334,Lucky YouŒæ
15000,8,48153,Catch Me If You CanŒæ
39000,7.4,2759,Zero Dark ThirtyŒæ
0,5.8,8315,The Break-UpŒæ
10000,6.3,26002,Mamma Mia!Œæ
9000,5.7,45696,Valentine's DayŒæ
0,5.1,2297,The Dukes of HazzardŒæ
0,7.6,1937,The Thin Red LineŒæ
13000,6.4,28045,The Change-UpŒæ
0,7.4,209,Man on the MoonŒæ
11000,8.2,24183,CasinoŒæ
0,6.5,488,From Paris with LoveŒæ
846,5.5,2422,Bulletproof MonkŒæ
0,6.5,1711,"Me, Myself & IreneŒæ"
605,5.6,2055,BarnyardŒæ
1000,4.9,5468,Deck the HallsŒæ
13000,4.6,64040,The Twilight Saga: New MoonŒæ
0,7.9,275,ShrekŒæ
36000,7.1,14607,The Adjustment BureauŒæ
0,6.9,38518,Robin Hood: Prince of ThievesŒæ
0,7.3,12182,Jerry MaguireŒæ
74000,7,21773,TedŒæ
11000,7.7,1474,As Good as It GetsŒæ
0,6.7,74382,Patch AdamsŒæ
41000,6.3,28176,Anchorman 2: The Legend ContinuesŒæ
0,5.8,26826,Mr. DeedsŒæ
37000,7.1,3388,Super 8Œæ
0,7.3,10003,Erin BrockovichŒæ
0,6.4,14087,How to Lose a Guy in 10 DaysŒæ
24000,7.1,19428,22 Jump StreetŒæ
11000,7.6,25697,Interview with the Vampire: The Vampire ChroniclesŒæ
0,6.8,29505,Yes ManŒæ
10000,6.6,14569,Central IntelligenceŒæ
0,6.7,9988,StepmomŒæ
13000,6.1,10886,Daddy's HomeŒæ
90000,6,62837,Into the WoodsŒæ
0,7.6,19148,Inside ManŒæ
0,7.1,3148,PaybackŒæ
0,5,1761,CongoŒæ
22000,7.1,36873,We Bought a ZooŒæ
0,6.2,13421,KnowingŒæ
2000,5.6,37967,Failure to LaunchŒæ
0,5.4,10163,The Ring TwoŒæ
44000,7.4,57426,"Crazy, Stupid, Love.Œæ"
795,5,13430,GarfieldŒæ
0,5.2,6729,Christmas with the KranksŒæ
27000,7.6,53094,MoneyballŒæ
0,6.6,30383,OutbreakŒæ
24000,7,16967,Non-StopŒæ
0,5.7,14007,Race to Witch MountainŒæ
48000,8.2,22417,V for VendettaŒæ
955,6.2,428,Shanghai KnightsŒæ
0,7.9,1816,UnforgottenŒæ            
624,6.6,11124,Curious GeorgeŒæ
1000,4.7,2177,Herbie Fully LoadedŒæ
970,6.3,3341,Don't Say a WordŒæ
45000,6.1,11946,Hansel & Gretel: Witch HuntersŒæ
0,6.7,2583,UnfaithfulŒæ
27000,6.1,15608,I Am Number FourŒæ
0,7,14747,SyrianaŒæ
44000,7.4,3580,13 HoursŒæ
18000,7.3,19513,The Book of LifeŒæ
773,5.8,101383,FirewallŒæ
1000,6.7,19139,Absolute PowerŒæ
2000,5.8,15569,G.I. JaneŒæ
25000,7.8,1397,The GameŒæ
0,6.6,1933,Silent HillŒæ
0,6.5,24024,The ReplacementsŒæ
39000,6.7,8398,American ReunionŒæ
3000,7.3,20152,The NegotiatorŒæ
15000,5.8,1367,Into the StormŒæ
669,5.5,1093,Beverly Hills Cop IIIŒæ
0,6.3,19610,Gremlins 2: The New BatchŒæ
47000,7.4,30183,The JudgeŒæ
0,5.9,1289,The PeacemakerŒæ
0,6.2,16791,Resident Evil: ApocalypseŒæ
0,5.9,15634,Bridget Jones: The Edge of ReasonŒæ
1000,6.5,19739,Out of TimeŒæ
812,4.4,1860,On Deadly GroundŒæ
0,3.5,14899,The Adventures of Sharkboy and Lavagirl 3-DŒæ
0,6.6,29461,The BeachŒæ
718,6,2052,Raising HelenŒæ
0,6.4,701,Ninja AssassinŒæ
0,6.5,25469,For Love of the GameŒæ
361,7.8,344,A Touch of FrostŒæ            
877,4.3,3016,StripteaseŒæ
0,4.2,20061,MarmadukeŒæ
16000,6.5,14344,HereafterŒæ
0,6.1,34606,Murder by NumbersŒæ
0,6.3,58528,AssassinsŒæ
3000,6.2,1344,Hannibal RisingŒæ
0,5.9,14706,The Story of UsŒæ
43000,5.9,1300,The HostŒæ
0,6.5,3357,BasicŒæ
705,6.4,18635,Blood WorkŒæ
0,6.5,7654,The InternationalŒæ
0,5.7,15935,Escape from L.A.Œæ
915,7.5,2758,TwistedŒæ            
0,8,16358,The Iron GiantŒæ
0,7.3,15757,The Life Aquatic with Steve ZissouŒæ
10000,6.7,12786,Free State of JonesŒæ
0,7.5,32637,The Life of David GaleŒæ
779,5.4,6171,Man of the HouseŒæ
15000,6.6,16992,Run All NightŒæ
0,7.7,17211,Eastern PromisesŒæ
0,5.8,25049,Into the BlueŒæ
0,6.4,144,The Messenger: The Story of Joan of ArcŒæ
18000,5.6,45202,Your HighnessŒæ
0,6,8018,Dream HouseŒæ
697,6.2,2606,Mad CityŒæ
0,5.9,2949,Baby's Day OutŒæ
943,5.1,15820,The Scarlet LetterŒæ
9000,6.8,10191,Fair GameŒæ
0,7,5381,DefianceŒæ            
0,6,5702,DominoŒæ
422,5.1,5461,JadeŒæ
0,5.8,29926,GamerŒæ
14000,6.2,3580,Beautiful CreaturesŒæ
0,6.4,52885,Death to SmoochyŒæ
28000,4.8,24107,Zoolander 2Œæ
288,4.9,11972,The Big BounceŒæ
255,5.6,3954,What Planet Are You From?Œæ
15000,5.5,16481,Drive AngryŒæ
0,3.7,1385,Street Fighter: The Legend of Chun-LiŒæ
0,5.9,32831,The OneŒæ
31000,8.5,1863,OutlanderŒæ            
2000,6.3,2795,The Adventures of Ford FairlaneŒæ
21000,7.4,24316,Pirate RadioŒæ
0,7.6,1418,TrafficŒæ
0,8.3,12884,Indiana Jones and the Last CrusadeŒæ
36000,6.6,2035,Anna KareninaŒæ
67000,6.9,23051,ChappieŒæ
0,6.7,29748,The Bone CollectorŒæ
0,6.8,18141,Panic RoomŒæ
352,4.6,2353,The Tooth FairyŒæ
3000,7.1,3743,Three KingsŒæ
18000,6.4,27666,Child 44Œæ
0,6.4,1823,Rat RaceŒæ
0,7.4,33615,K-PAXŒæ
0,6.4,22209,Kate & LeopoldŒæ
0,6,5390,BedazzledŒæ
828,6.5,18793,The Cotton ClubŒæ
0,7.8,33548,3:10 to YumaŒæ
38000,6,16967,Taken 3Œæ
0,7,3768,Out of SightŒæ
0,6,3718,The Cable GuyŒæ
522,7.8,371,EarthŒæ
2000,6.1,2096,Dick TracyŒæ
0,6.8,4660,The Thomas Crown AffairŒæ
0,6.4,4796,Riding in Cars with BoysŒæ
0,7.7,15192,First BloodŒæ
0,8.1,95,SolarisŒæ
261,4.5,6863,Happily N'Ever AfterŒæ
616,5.8,8349,Mary ReillyŒæ
0,6.3,12344,My Best Friend's WeddingŒæ
881,5.7,9176,America's SweetheartsŒæ
0,7.2,15658,InsomniaŒæ
3000,7.6,6315,Star Trek: First ContactŒæ
0,4.7,14619,Jonah HexŒæ
975,6.6,33233,Courage Under FireŒæ
0,6.8,2070,Liar LiarŒæ
0,7.3,2104,The InfiltratorŒæ
115,2.7,2704,InchonŒæ
0,4.8,3244,The FlintstonesŒæ
63000,6.3,16410,Taken 2Œæ
0,5.5,3629,Scary Movie 3Œæ
0,6.2,1574,Miss CongenialityŒæ
0,5.8,17925,Journey to the Center of the EarthŒæ
1000,5.7,15362,The Princess Diaries 2: Royal EngagementŒæ
0,6.5,30063,The Pelican BriefŒæ
1000,6.7,4043,The ClientŒæ
22000,7.4,14868,The Bucket ListŒæ
0,6.9,12757,Patriot GamesŒæ
0,5.5,6292,Monster-in-LawŒæ
86000,8.1,37321,PrisonersŒæ
0,7.7,22370,Training DayŒæ
19000,7.3,26998,Galaxy QuestŒæ
0,5.2,1645,Scary Movie 2Œæ
26000,7.1,1336,The MuppetsŒæ
0,7.1,3174,BladeŒæ
0,7.2,20299,Coach CarterŒæ
0,6.5,758,Changing LanesŒæ
0,4.6,3717,AnacondaŒæ
0,5.6,3106,Coyote UglyŒæ
52000,7.7,28886,Love ActuallyŒæ
0,7.2,24205,A Bug's LifeŒæ
0,6.8,41636,From HellŒæ
0,5.4,13331,The SpecialistŒæ
1000,6.3,3648,Tin CupŒæ
0,7.2,7493,"Yours, Mine and OursŒæ"
743,5.6,27351,Kicking & ScreamingŒæ
10000,6.8,14073,The Hitchhiker's Guide to the GalaxyŒæ
531,4.3,4604,Fat AlbertŒæ
0,6.3,16225,Resident Evil: ExtinctionŒæ
12000,6.5,49743,BlendedŒæ
0,6.4,3757,Last HolidayŒæ
0,6.3,12161,The River WildŒæ
0,5.9,2965,The Indian in the CupboardŒæ
28000,6.5,1948,SavagesŒæ
2000,6.5,1102,CellularŒæ
2000,6.1,1461,Johnny EnglishŒæ
593,5.9,33822,The Ant BullyŒæ
11000,6.6,2449,DuneŒæ
14000,7.4,5405,Across the UniverseŒæ
0,7.3,53895,Revolutionary RoadŒæ
0,6.6,15053,16 BlocksŒæ
0,5.6,15990,Babylon A.D.Œæ
451,5.3,3855,The Glimmer ManŒæ
0,6,2348,MultiplicityŒæ
916,5.4,3423,Aliens in the AtticŒæ
0,6.8,793,The PledgeŒæ
0,6.4,24351,The ProducersŒæ
46000,7.1,578,DreddŒæ
0,4.9,3855,The PhantomŒæ
652,5.8,15006,All the Pretty HorsesŒæ
915,7.1,21130,NixonŒæ
15000,7.2,2507,The Ghost WriterŒæ
0,6,6558,Deep RisingŒæ
0,6,26982,Miracle at St. AnnaŒæ
0,7,949,Curse of the Golden FlowerŒæ
0,5.4,12166,Bangkok DangerousŒæ
892,6.5,13917,Big TroubleŒæ
0,6.4,538,Love in the Time of CholeraŒæ
17000,8.3,654,The ReturnedŒæ            
68,4.9,2457,Shadow ConspiracyŒæ
17000,6.3,661,Johnny English RebornŒæ
0,1.7,3090,Foodfight!Œæ
89000,7.7,3133,ArgoŒæ
0,7.8,13357,The FugitiveŒæ
0,5.5,21554,The Bounty HunterŒæ
0,7.5,37076,SleepersŒæ
0,6.4,15662,Rambo: First Blood Part IIŒæ
353,5.6,26907,The JurorŒæ
0,7.5,1178,PinocchioŒæ
1000,6.8,14255,Heaven's GateŒæ
0,6.8,2998,Underworld: EvolutionŒæ
11000,6,12876,Victor FrankensteinŒæ
0,7.3,1801,Finding ForresterŒæ
0,6,23864,28 DaysŒæ
0,7,22383,UnleashedŒæ
0,5.1,132,The Sweetest ThingŒæ
0,6.8,14244,The FirmŒæ
0,6.5,1066,Charlie St. CloudŒæ
16000,6.6,27834,The MechanicŒæ
39000,7.2,19968,21 Jump StreetŒæ
11000,7,9255,Notting HillŒæ
0,7,1817,Chicken RunŒæ
0,5.9,24534,Along Came PollyŒæ
0,5.4,3841,BoomerangŒæ
24000,6.6,4825,The HeatŒæ
0,7,2957,CleopatraŒæ
17000,6.5,6727,Here Comes the BoomŒæ
893,6.3,15571,High CrimesŒæ
0,6.5,13716,The Mirror Has Two FacesŒæ
0,6.5,1651,The Mothman PropheciesŒæ
0,5.8,2134,Brí_noŒæ
0,6.6,2371,Licence to KillŒæ
20000,5.4,15369,Red Riding HoodŒæ
748,6.1,33585,15 MinutesŒæ
0,4,7723,Super Mario Bros.Œæ
10000,7.6,12076,Lord of WarŒæ
0,7.9,6229,HeroŒæ
19000,5.3,3301,One for the MoneyŒæ
50000,6.6,12239,The InterviewŒæ
0,6.3,2056,The Warrior's WayŒæ
455,7.5,1610,McHale's NavyŒæ            
0,7.2,1342,MicmacsŒæ
0,7,1954,8 MileŒæ
161,4.9,488,Animal Kingdom: Let's go ApeŒæ
0,6.9,18761,A Knight's TaleŒæ
505,5.2,1134,The MedallionŒæ
14000,8.1,17540,The Sixth SenseŒæ
11000,6.6,362,Man on a LedgeŒæ
11000,6.2,2085,The Big YearŒæ
0,7.2,2004,The Karate KidŒæ
63000,7.3,83012,American HustleŒæ
10000,6.7,18656,The ProposalŒæ
0,6.4,2129,Double JeopardyŒæ
12000,7.8,3660,Back to the Future Part IIŒæ
83000,6.4,32325,LucyŒæ
101000,4.1,4585,Fifty Shades of GreyŒæ
681,4.1,22935,Spy Kids 3-D: Game OverŒæ
0,7.4,31349,A Time to KillŒæ
0,5.8,7014,Cheaper by the DozenŒæ
58000,7.6,1261,Lone SurvivorŒæ
0,7.2,16751,A League of Their OwnŒæ
40000,7.8,2676,The Conjuring 2Œæ
74000,7.7,10555,The Social NetworkŒæ
12000,6.4,318,He's Just Not That Into YouŒæ
1000,5.1,5855,Scary Movie 4Œæ
0,5.5,600,Scream 3Œæ
0,7.4,3986,Back to the Future Part IIIŒæ
14000,6,12556,Get HardŒæ
14000,7.5,42220,Bram Stoker's DraculaŒæ
13000,7,13321,Julie & JuliaŒæ
28000,7.5,16911,42Œæ
0,7.3,36810,The Talented Mr. RipleyŒæ
55000,5.7,16179,Dumb and Dumber ToŒæ
11000,7.3,24300,Eight BelowŒæ
54000,7.2,36010,The InternŒæ
0,5.9,5178,Ride Along 2Œæ
0,7.8,2144,The Last of the MohicansŒæ
0,7.7,5074,RayŒæ
13000,8.1,3924,Sin CityŒæ
0,6.6,6775,Vantage PointŒæ
0,7.1,28928,"I Love You, ManŒæ"
0,5.9,2842,Shallow HalŒæ
0,8,698,JFKŒæ
663,4.6,19334,Big Momma's House 2Œæ
2000,6.1,43917,The MexicanŒæ
35000,7.2,2938,UnbrokenŒæ
0,6.4,7009,17 AgainŒæ
16000,6,2357,The Other WomanŒæ
0,5.2,303717,The Final DestinationŒæ
55000,7.6,16944,Bridge of SpiesŒæ
0,6.4,2544,Behind Enemy LinesŒæ
12000,6.4,2091,Get Him to the GreekŒæ
0,6.1,2325,Shall We DanceŒæ
0,6.1,8610,Small SoldiersŒæ
0,5.2,7039,SpawnŒæ
0,7.7,17152,The Count of Monte CristoŒæ
25000,7.3,13943,The Lincoln LawyerŒæ
29000,6.9,17152,UnknownŒæ
49000,8.5,63986,The PrestigeŒæ
12000,6.3,30571,Horrible Bosses 2Œæ
0,5.9,3361,Escape from Planet EarthŒæ
14000,7.8,848,ApocalyptoŒæ
0,6.7,1233,The Living DaylightsŒæ
17000,6.4,4243,PredatorsŒæ
263,5.9,2179,Legal EaglesŒæ
0,6.6,41293,Secret WindowŒæ
0,6.8,18693,The Lake HouseŒæ
0,6.5,1274,The Skeleton KeyŒæ
11000,6.6,9069,The Odd Life of Timothy GreenŒæ
3000,5.8,4298,Made of HonorŒæ
16000,6.9,2281,Jersey BoysŒæ
0,7.1,16762,The RainmakerŒæ
0,5.8,22318,GothikaŒæ
0,7.2,37570,AmistadŒæ
694,6,519,Medicine ManŒæ
0,4.7,4324,Aliens vs. Predator: RequiemŒæ
0,5.2,4634,RiŒ¢hie RiŒ¢hŒæ
0,5.5,26938,Autumn in New YorkŒæ
0,6.5,2787,Music and LyricsŒæ
42000,7,390,PaulŒæ
0,5.8,1070,The Guilt TripŒæ
26000,6.2,4486,Scream 4Œæ
0,6.5,12970,8MMŒæ
0,7.2,3044,The DoorsŒæ
0,5.1,1488,Sex TapeŒæ
390,4.7,1238,Hanging UpŒæ
