num_critic_for_reviews,num_user_for_reviews,movie_title
196,411,Dark WateråÊ
115,195,EdtvåÊ
161,110,InkheartåÊ
223,290,The SpiritåÊ
181,188,MortdecaiåÊ
140,368,In the Name of the King: A Dungeon Siege TaleåÊ
54,156,Beyond BordersåÊ
14,9,Xi you ji zhi: Sun Wukong san da Baigu JingåÊ
81,183,The Great RaidåÊ
579,1058,DeadpoolåÊ
56,88,Holy ManåÊ
490,916,American SniperåÊ
218,154,GoosebumpsåÊ
20,94,"Sabrina, the Teenage WitchåÊ            "
142,263,Just Like HeavenåÊ
57,85,The Flintstones in Viva Rock VegasåÊ
84,171,Rambo IIIåÊ
186,120,LeatherheadsåÊ
53,143,The Ridiculous 6åÊ
133,121,Did You Hear About the Morgans?åÊ
246,281,The InternshipåÊ
253,410,Resident Evil: AfterlifeåÊ
144,273,Red TailsåÊ
46,238,Sex and the CityåÊ            
117,431,The Devil's AdvocateåÊ
157,198,That's My BoyåÊ
60,139,DragonHeartåÊ
117,147,After the SunsetåÊ
287,331,Ghost Rider: Spirit of VengeanceåÊ
96,220,Captain Corelli's MandolinåÊ
26,54,Anger ManagementåÊ            
125,225,The PacifieråÊ
117,221,Walking TallåÊ
149,1398,Forrest GumpåÊ
131,146,Alvin and the ChipmunksåÊ
150,507,Meet the ParentsåÊ
92,216,PocahontasåÊ
169,497,SupermanåÊ
57,99,The Nutty ProfessoråÊ
171,372,HitchåÊ
53,103,George of the JungleåÊ
153,332,American WeddingåÊ
491,527,Captain PhillipsåÊ
247,207,Date NightåÊ
26,92,CasperåÊ
292,436,The EqualizeråÊ
114,242,Maid in ManhattanåÊ
82,194,Crimson TideåÊ
201,611,The Pursuit of HappynessåÊ
231,600,FlightplanåÊ
55,95,DisclosureåÊ
110,322,City of AngelsåÊ
354,2105,Kill Bill: Vol. 1åÊ
140,358,BowfingeråÊ
77,181,Stargate SG-1åÊ            
304,935,Kill Bill: Vol. 2åÊ
45,149,Tango & CashåÊ
49,173,Death Becomes HeråÊ
146,293,Shanghai NoonåÊ
60,144,Executive DecisionåÊ
189,108,Mr. Popper's PenguinsåÊ
206,279,The Forbidden KingdomåÊ
118,73,Free BirdsåÊ
210,776,Alien 3åÊ
76,194,EvitaåÊ
149,572,RoninåÊ
62,155,The Ghost and the DarknessåÊ
224,174,PaddingtonåÊ
265,207,The WatchåÊ
135,321,The HuntedåÊ
100,232,InstinctåÊ
123,154,Stuck on YouåÊ
164,119,Semi-ProåÊ
238,101,The Pirates! Band of MisfitsåÊ
264,387,ChangelingåÊ
47,95,Chain ReactionåÊ
50,89,The FanåÊ
153,2047,The Phantom of the OperaåÊ
202,216,Elizabeth: The Golden AgeåÊ
178,532,Ì on FluxåÊ
84,497,Gods and GeneralsåÊ
44,84,TurbulenceåÊ
93,39,Imagine ThatåÊ
277,110,Muppets Most WantedåÊ
76,229,ThunderbirdsåÊ
197,222,BurlesqueåÊ
186,239,A Very Long EngagementåÊ
103,207,LolitaåÊ
66,142,Eye See YouåÊ
224,559,Blade IIåÊ
202,599,Seven PoundsåÊ
279,131,Bullet to the HeadåÊ
110,545,The Godfather: Part IIIåÊ
190,495,ElizabethtownåÊ
136,195,"You, Me and DupreeåÊ"
121,269,Superman IIåÊ
131,418,GigliåÊ
127,178,All the King's MenåÊ
160,301,ShaftåÊ
78,191,AnastasiaåÊ
209,2319,Moulin Rouge!åÊ
98,190,Domestic DisturbanceåÊ
391,289,Black MassåÊ
279,415,Flags of Our FathersåÊ
216,429,Law Abiding CitizenåÊ
250,532,GrindhouseåÊ
78,207,BelovedåÊ
106,63,Lucky YouåÊ
194,667,Catch Me If You CanåÊ
558,640,Zero Dark ThirtyåÊ
183,483,The Break-UpåÊ
238,611,Mamma Mia!åÊ
186,211,Valentine's DayåÊ
144,612,The Dukes of HazzardåÊ
156,1448,The Thin Red LineåÊ
215,149,The Change-UpåÊ
140,549,Man on the MoonåÊ
133,533,CasinoåÊ
203,211,From Paris with LoveåÊ
127,180,Bulletproof MonkåÊ
155,481,"Me, Myself & IreneåÊ"
98,155,BarnyardåÊ
71,110,Deck the HallsåÊ
299,919,The Twilight Saga: New MoonåÊ
212,945,ShrekåÊ
413,407,The Adjustment BureauåÊ
67,322,Robin Hood: Prince of ThievesåÊ
109,318,Jerry MaguireåÊ
457,623,TedåÊ
156,470,As Good as It GetsåÊ
55,375,Patch AdamsåÊ
272,346,Anchorman 2: The Legend ContinuesåÊ
117,309,Mr. DeedsåÊ
539,849,Super 8åÊ
169,498,Erin BrockovichåÊ
140,357,How to Lose a Guy in 10 DaysåÊ
330,322,22 Jump StreetåÊ
120,406,Interview with the Vampire: The Vampire ChroniclesåÊ
190,243,Yes ManåÊ
177,110,Central IntelligenceåÊ
65,252,StepmomåÊ
145,130,Daddy's HomeåÊ
321,779,Into the WoodsåÊ
230,646,Inside ManåÊ
143,394,PaybackåÊ
55,147,CongoåÊ
257,199,We Bought a ZooåÊ
279,791,KnowingåÊ
143,242,Failure to LaunchåÊ
196,560,The Ring TwoåÊ
310,292,"Crazy, Stupid, Love.åÊ"
116,232,GarfieldåÊ
105,209,Christmas with the KranksåÊ
419,312,MoneyballåÊ
64,130,OutbreakåÊ
359,384,Non-StopåÊ
166,110,Race to Witch MountainåÊ
525,2042,V for VendettaåÊ
165,192,Shanghai KnightsåÊ
2,9,UnforgottenåÊ            
87,118,Curious GeorgeåÊ
117,168,Herbie Fully LoadedåÊ
113,248,Don't Say a WordåÊ
349,304,Hansel & Gretel: Witch HuntersåÊ
152,533,UnfaithfulåÊ
288,329,I Am Number FouråÊ
358,625,SyrianaåÊ
204,219,13 HoursåÊ
156,102,The Book of LifeåÊ
171,306,FirewallåÊ
76,142,Absolute PoweråÊ
97,142,G.I. JaneåÊ
157,506,The GameåÊ
267,1740,Silent HillåÊ
118,261,The ReplacementsåÊ
291,181,American ReunionåÊ
68,279,The NegotiatoråÊ
228,210,Into the StormåÊ
36,114,Beverly Hills Cop IIIåÊ
105,148,Gremlins 2: The New BatchåÊ
276,275,The JudgeåÊ
93,156,The PeacemakeråÊ
191,672,Resident Evil: ApocalypseåÊ
143,259,Bridget Jones: The Edge of ReasonåÊ
124,157,Out of TimeåÊ
47,140,On Deadly GroundåÊ
66,177,The Adventures of Sharkboy and Lavagirl 3-DåÊ
118,548,The BeachåÊ
93,106,Raising HelenåÊ
235,194,Ninja AssassinåÊ
113,226,For Love of the GameåÊ
14,33,A Touch of FroståÊ            
51,118,StripteaseåÊ
98,65,MarmadukeåÊ
315,323,HereafteråÊ
136,302,Murder by NumbersåÊ
61,84,AssassinsåÊ
209,392,Hannibal RisingåÊ
99,150,The Story of UsåÊ
298,347,The HoståÊ
131,286,BasicåÊ
146,260,Blood WorkåÊ
245,190,The InternationalåÊ
104,227,Escape from L.A.åÊ
4,22,TwistedåÊ            
162,514,The Iron GiantåÊ
259,632,The Life Aquatic with Steve ZissouåÊ
79,47,Free State of JonesåÊ
141,420,The Life of David GaleåÊ
59,94,Man of the HouseåÊ
236,205,Run All NightåÊ
356,398,Eastern PromisesåÊ
120,208,Into the BlueåÊ
111,390,The Messenger: The Story of Joan of ArcåÊ
208,274,Your HighnessåÊ
174,137,Dream HouseåÊ
59,73,Mad CityåÊ
22,78,Baby's Day OutåÊ
34,90,The Scarlet LetteråÊ
214,127,Fair GameåÊ
28,149,DefianceåÊ            
186,374,DominoåÊ
50,70,JadeåÊ
180,245,GameråÊ
231,258,Beautiful CreaturesåÊ
105,341,Death to SmoochyåÊ
226,150,Zoolander 2åÊ
75,93,The Big BounceåÊ
82,91,What Planet Are You From?åÊ
296,211,Drive AngryåÊ
103,179,Street Fighter: The Legend of Chun-LiåÊ
98,294,The OneåÊ
30,148,OutlanderåÊ            
48,113,The Adventures of Ford FairlaneåÊ
195,209,Pirate RadioåÊ
223,867,TrafficåÊ
149,477,Indiana Jones and the Last CrusadeåÊ
324,226,Anna KareninaåÊ
371,627,ChappieåÊ
75,397,The Bone CollectoråÊ
233,850,Panic RoomåÊ
32,32,The Tooth FairyåÊ
150,560,Three KingsåÊ
172,185,Child 44åÊ
103,497,Rat RaceåÊ
140,537,K-PAXåÊ
125,316,Kate & LeopoldåÊ
125,254,BedazzledåÊ
36,84,The Cotton ClubåÊ
295,560,3:10 to YumaåÊ
222,323,Taken 3åÊ
158,307,Out of SightåÊ
72,345,The Cable GuyåÊ
34,55,EarthåÊ
72,164,Dick TracyåÊ
152,419,The Thomas Crown AffairåÊ
89,210,Riding in Cars with BoysåÊ
145,376,First BloodåÊ
144,236,SolarisåÊ
93,71,Happily N'Ever AfteråÊ
46,97,Mary ReillyåÊ
84,169,My Best Friend's WeddingåÊ
142,343,America's SweetheartsåÊ
185,651,InsomniaåÊ
143,286,Star Trek: First ContactåÊ
178,176,Jonah HexåÊ
65,107,Courage Under FireåÊ
73,243,Liar LiaråÊ
72,29,The InfiltratoråÊ
10,16,InchonåÊ
35,85,The FlintstonesåÊ
358,461,Taken 2åÊ
151,347,Scary Movie 3åÊ
140,370,Miss CongenialityåÊ
201,212,Journey to the Center of the EarthåÊ
77,152,The Princess Diaries 2: Royal EngagementåÊ
43,89,The Pelican BriefåÊ
39,94,The ClientåÊ
207,310,The Bucket ListåÊ
47,137,Patriot GamesåÊ
132,228,Monster-in-LawåÊ
454,620,PrisonersåÊ
109,633,Training DayåÊ
213,609,Galaxy QueståÊ
127,548,Scary Movie 2åÊ
398,252,The MuppetsåÊ
184,582,BladeåÊ
127,209,Coach CarteråÊ
167,350,Changing LanesåÊ
119,271,AnacondaåÊ
155,379,Coyote UglyåÊ
218,1004,Love ActuallyåÊ
117,317,A Bug's LifeåÊ
208,541,From HellåÊ
38,116,The SpecialiståÊ
48,73,Tin CupåÊ
8,61,"Yours, Mine and OursåÊ"
94,118,Kicking & ScreamingåÊ
276,1053,The Hitchhiker's Guide to the GalaxyåÊ
59,91,Fat AlbertåÊ
216,348,Resident Evil: ExtinctionåÊ
173,184,BlendedåÊ
99,116,Last HolidayåÊ
42,69,The River WildåÊ
25,47,The Indian in the CupboardåÊ
339,269,SavagesåÊ
127,355,CellularåÊ
122,285,Johnny EnglishåÊ
105,70,The Ant BullyåÊ
144,569,DuneåÊ
156,524,Across the UniverseåÊ
323,414,Revolutionary RoadåÊ
199,305,16 BlocksåÊ
164,214,Babylon A.D.åÊ
39,80,The Glimmer ManåÊ
43,81,MultiplicityåÊ
82,55,Aliens in the AtticåÊ
150,531,The PledgeåÊ
168,409,The ProducersåÊ
432,588,DreddåÊ
60,148,The PhantomåÊ
85,183,All the Pretty HorsesåÊ
83,161,NixonåÊ
343,349,The Ghost WriteråÊ
106,273,Deep RisingåÊ
158,182,Miracle at St. AnnaåÊ
189,229,Curse of the Golden FloweråÊ
125,154,Bangkok DangerousåÊ
87,186,Big TroubleåÊ
115,115,Love in the Time of CholeraåÊ
23,47,The ReturnedåÊ            
24,41,Shadow ConspiracyåÊ
152,142,Johnny English RebornåÊ
12,66,Foodfight!åÊ
656,695,ArgoåÊ
119,270,The FugitiveåÊ
161,135,The Bounty HunteråÊ
73,259,SleepersåÊ
96,217,Rambo: First Blood Part IIåÊ
28,62,The JuroråÊ
105,147,PinocchioåÊ
102,189,Heaven's GateåÊ
206,502,Underworld: EvolutionåÊ
159,91,Victor FrankensteinåÊ
137,297,Finding ForresteråÊ
116,194,28 DaysåÊ
177,303,UnleashedåÊ
99,403,The Sweetest ThingåÊ
56,142,The FirmåÊ
117,75,Charlie St. CloudåÊ
252,181,The MechanicåÊ
375,345,21 Jump StreetåÊ
150,602,Notting HillåÊ
187,358,Chicken RunåÊ
108,268,Along Came PollyåÊ
21,41,BoomerangåÊ
270,380,The HeatåÊ
72,192,CleopatraåÊ
154,112,Here Comes the BoomåÊ
114,175,High CrimesåÊ
27,71,The Mirror Has Two FacesåÊ
166,460,The Mothman PropheciesåÊ
288,396,BrÌ_noåÊ
117,317,Licence to KillåÊ
291,283,Red Riding HoodåÊ
151,265,15 MinutesåÊ
36,290,Super Mario Bros.åÊ
168,437,Lord of WaråÊ
283,841,HeroåÊ
127,169,One for the MoneyåÊ
293,835,The InterviewåÊ
95,102,The Warrior's WayåÊ
4,18,McHale's NavyåÊ            
213,71,MicmacsåÊ
119,564,8 MileåÊ
9,5,Animal Kingdom: Let's go ApeåÊ
167,658,A Knight's TaleåÊ
98,132,The MedallionåÊ
234,2073,The Sixth SenseåÊ
258,153,Man on a LedgeåÊ
108,125,The Big YearåÊ
81,235,The Karate KidåÊ
538,751,American HustleåÊ
224,273,The ProposalåÊ
129,336,Double JeopardyåÊ
125,327,Back to the Future Part IIåÊ
433,918,LucyåÊ
362,1360,Fifty Shades of GreyåÊ
93,188,Spy Kids 3-D: Game OveråÊ
71,236,A Time to KillåÊ
104,288,Cheaper by the DozenåÊ
319,420,Lone SurvivoråÊ
41,166,A League of Their OwnåÊ
300,279,The Conjuring 2åÊ
556,696,The Social NetworkåÊ
161,203,He's Just Not That Into YouåÊ
151,410,Scary Movie 4åÊ
212,734,Scream 3åÊ
111,263,Back to the Future Part IIIåÊ
173,144,Get HardåÊ
181,654,Bram Stoker's DraculaåÊ
252,277,Julie & JuliaåÊ
216,200,42åÊ
203,696,The Talented Mr. RipleyåÊ
218,285,Dumb and Dumber ToåÊ
118,263,Eight BelowåÊ
241,304,The InternåÊ
119,58,Ride Along 2åÊ
89,382,The Last of the MohicansåÊ
209,433,RayåÊ
374,1732,Sin CityåÊ
235,422,Vantage PointåÊ
215,215,"I Love You, ManåÊ"
109,426,Shallow HalåÊ
125,442,JFKåÊ
65,82,Big Momma's House 2åÊ
125,344,The MexicanåÊ
322,351,UnbrokenåÊ
191,185,17 AgainåÊ
191,189,The Other WomanåÊ
221,290,The Final DestinationåÊ
459,355,Bridge of SpiesåÊ
131,411,Behind Enemy LinesåÊ
222,197,Get Him to the GreekåÊ
118,211,Shall We DanceåÊ
100,139,Small SoldiersåÊ
70,209,SpawnåÊ
138,544,The Count of Monte CristoåÊ
274,203,The Lincoln LawyeråÊ
349,332,UnknownåÊ
341,1100,The PrestigeåÊ
196,187,Horrible Bosses 2åÊ
83,44,Escape from Planet EarthåÊ
283,1043,ApocalyptoåÊ
105,271,The Living DaylightsåÊ
351,619,PredatorsåÊ
16,34,Legal EaglesåÊ
195,531,Secret WindowåÊ
175,548,The Lake HouseåÊ
193,371,The Skeleton KeyåÊ
169,110,The Odd Life of Timothy GreenåÊ
128,101,Made of HonoråÊ
249,190,Jersey BoysåÊ
91,141,The RainmakeråÊ
207,376,GothikaåÊ
77,227,AmistadåÊ
25,56,Medicine ManåÊ
211,998,Aliens vs. Predator: RequiemåÊ
19,39,Riå¢hie Riå¢håÊ
101,180,Autumn in New YorkåÊ
175,291,Music and LyricsåÊ
342,334,PaulåÊ
147,103,The Guilt TripåÊ
420,518,Scream 4åÊ
138,587,8MMåÊ
82,209,The DoorsåÊ
201,158,Sex TapeåÊ
82,130,Hanging UpåÊ
277,227,Final Destination 5åÊ
90,117,Mickey Blue EyesåÊ
157,660,Pay It ForwardåÊ
124,208,Fever PitchåÊ
3,43,ArthuråÊ            
146,101,Drillbit TayloråÊ
303,416,A Million Ways to Die in the WeståÊ
70,146,The ShadowåÊ
283,341,Extremely Loud & Incredibly CloseåÊ
212,156,Morning GloryåÊ
98,284,Get Rich or Die Tryin'åÊ
110,167,The Art of WaråÊ
146,754,RentåÊ
100,188,Bless the ChildåÊ
62,105,The Out-of-TownersåÊ
70,164,The Island of Dr. MoreauåÊ
107,291,The MusketeeråÊ
169,252,The Other Boleyn GirlåÊ
94,274,Sweet NovemberåÊ
190,178,The ReapingåÊ
112,223,Mean StreetsåÊ
12,61,Renaissance ManåÊ
201,203,ColombianaåÊ
34,67,The Magic Sword: Quest for CamelotåÊ
104,166,City by the SeaåÊ
55,106,At First SightåÊ
86,207,TorqueåÊ
50,60,City HallåÊ
181,450,ShowgirlsåÊ
260,619,Marie AntoinetteåÊ
40,60,Kiss of DeathåÊ
102,284,Get CarteråÊ
371,322,The ImpossibleåÊ
49,126,IshtaråÊ
335,245,Fantastic Mr. FoxåÊ
86,128,Life or Something Like ItåÊ
40,66,Memoirs of an Invisible ManåÊ
242,1314,AmÌ©lieåÊ
70,111,New York MinuteåÊ
135,146,AlfieåÊ
125,66,Big MiracleåÊ
54,111,The Deep End of the OceanåÊ
104,388,FeardotcomåÊ
157,157,Cirque du Freak: The Vampire's AssistantåÊ
159,91,Victor FrankensteinåÊ
78,147,DuplexåÊ
88,25,Soul MenåÊ
32,70,Raise the TitanicåÊ
75,162,Universal Soldier: The ReturnåÊ
219,310,PandorumåÊ
83,207,ImpostoråÊ
53,82,Extreme OpsåÊ
61,98,Just VisitingåÊ
308,801,SunshineåÊ
70,93,A Thousand WordsåÊ
41,26,DelgoåÊ
224,110,The GunmanåÊ
66,187,Alex Rider: Operation StormbreakeråÊ
253,491,DisturbiaåÊ
79,223,HackersåÊ
94,90,The Hunting PartyåÊ
77,211,The Hudsucker ProxyåÊ
106,61,The WarlordsåÊ
30,32,Nomad: The WarrioråÊ
488,514,SnowpierceråÊ
63,40,A Monster in ParisåÊ
42,39,The Last ShotåÊ
118,545,The CrowåÊ
44,410,Baahubali: The BeginningåÊ
214,234,The Time Traveler's WifeåÊ
110,184,Because I Said SoåÊ
187,988,The Fast and the FuriousåÊ
370,165,FrankenweenieåÊ
276,1594,SerenityåÊ
76,50,Against the RopesåÊ
95,224,Superman IIIåÊ
211,115,Grudge MatchåÊ
160,105,Red CliffåÊ
97,392,Sweet Home AlabamaåÊ
174,169,The Ugly TruthåÊ
23,73,Sgt. BilkoåÊ
103,107,Spy Kids 2: Island of Lost DreamsåÊ
98,249,Star Trek: GenerationsåÊ
273,111,The GrandmasteråÊ
279,260,Water for ElephantsåÊ
22,86,3rd Rock from the SunåÊ            
4,18,Dragon Nest: Warriors' DawnåÊ
65,265,The HurricaneåÊ
98,234,EnoughåÊ
116,216,HeartbreakersåÊ
76,123,Paul Blart: Mall Cop 2åÊ
106,180,Angel EyesåÊ
55,85,Joe SomebodyåÊ
172,638,The Ninth GateåÊ
47,75,Extreme MeasuresåÊ
107,191,Rock StaråÊ
323,275,PreciousåÊ
37,89,White SquallåÊ
297,911,The ThingåÊ
302,343,RiddickåÊ
38,81,SwitchbackåÊ
31,67,Texas RangersåÊ
118,102,City of EmberåÊ
546,405,The MasteråÊ
21,28,Virgin TerritoryåÊ
86,45,The ExpressåÊ
194,266,The 5th WaveåÊ
437,362,CreedåÊ
378,420,The TownåÊ
170,89,What to Expect When You're ExpectingåÊ
341,545,Burn After ReadingåÊ
139,110,Nim's IslandåÊ
393,475,RushåÊ
224,1437,MagnoliaåÊ
203,176,Cop OutåÊ
148,83,How to Be SingleåÊ
131,86,Dolphin TaleåÊ
350,1535,TwilightåÊ
129,394,John QåÊ
40,144,Blue StreakåÊ
289,301,We're the MillersåÊ
14,21,Obitaemyy ostrovåÊ
72,218,BreakdownåÊ
89,214,Never Say Never AgainåÊ
265,243,Hot Tub Time MachineåÊ
54,33,Dolphin Tale 2åÊ
126,212,Reindeer GamesåÊ
110,135,A Man ApartåÊ
138,172,AlohaåÊ
31,57,Ghosts of MississippiåÊ
95,194,Snow Falling on CedarsåÊ
267,197,The RiteåÊ
175,641,GattacaåÊ
63,64,Isn't She GreatåÊ
85,45,Space ChimpsåÊ
44,80,Head of StateåÊ
334,626,The HangoveråÊ
78,45,Ip Man 3åÊ
199,784,Austin Powers: The Spy Who Shagged MeåÊ
186,817,BatmanåÊ
77,53,There Be DragonsåÊ
68,136,Lethal Weapon 3åÊ
261,420,The Blind SideåÊ
5,30,Rush HouråÊ            
122,205,Spy KidsåÊ
340,387,Horrible BossesåÊ
493,724,True GritåÊ
208,631,The Devil Wears PradaåÊ
134,405,Star Trek: The Motion PictureåÊ
275,232,Identity ThiefåÊ
120,261,Cape FearåÊ
144,278,21åÊ
332,309,TrainwreckåÊ
104,160,Guess WhoåÊ
116,457,The English PatientåÊ
177,625,L.A. ConfidentialåÊ
127,217,Sky HighåÊ
83,138,In & OutåÊ
97,140,SpeciesåÊ
256,668,A Nightmare on Elm StreetåÊ
225,677,The CellåÊ
83,244,The Man in the Iron MaskåÊ
160,136,SecretariatåÊ
191,211,TMNTåÊ
74,196,RadioåÊ
238,194,Friends with BenefitsåÊ
177,111,Neighbors 2: Sorority RisingåÊ
405,306,Saving Mr. BanksåÊ
61,156,Malcolm XåÊ
285,248,This Is 40åÊ
124,120,Old DogsåÊ
164,169,Underworld: Rise of the LycansåÊ
120,119,License to WedåÊ
90,209,The BenchwarmersåÊ
120,262,Must Love DogsåÊ
117,234,Donnie BrascoåÊ
226,1138,Resident EvilåÊ
223,321,PoltergeiståÊ
193,400,The LadykillersåÊ
228,398,Max PayneåÊ
360,463,In TimeåÊ
148,97,The Back-up PlanåÊ
128,153,Something BorrowedåÊ
3,11,Hit the FlooråÊ            
46,164,Black KnightåÊ
40,91,The Bad News BearsåÊ
63,282,Street FighteråÊ
193,761,The PianiståÊ
208,541,From HellåÊ
122,203,The Nativity StoryåÊ
228,576,House of WaxåÊ
212,903,CloseråÊ
392,279,J. EdgaråÊ
208,232,MirrorsåÊ
137,695,Queen of the DamnedåÊ
119,291,Predator 2åÊ
195,245,UntraceableåÊ
95,239,Blast from the PaståÊ
100,247,Flash GordonåÊ
164,358,Jersey GirlåÊ
211,151,Alex CrossåÊ
91,216,Midnight in the Garden of Good and EvilåÊ
44,57,HeiståÊ
97,59,Nanny McPhee ReturnsåÊ
32,68,HoffaåÊ
270,492,The X Files: I Want to BelieveåÊ
89,244,Ella EnchantedåÊ
219,138,ConcussionåÊ
180,173,AbductionåÊ
93,80,ValiantåÊ
173,335,Wonder BoysåÊ
121,173,Superhero MovieåÊ
298,134,Broken CityåÊ
158,325,CursedåÊ
248,178,Premium RushåÊ
155,118,Hot PursuitåÊ
105,215,The Four FeathersåÊ
224,141,ParkeråÊ
129,173,WimbledonåÊ
101,84,Furry VengeanceåÊ
145,82,BaitåÊ
57,178,KrullåÊ
227,298,Lions for LambsåÊ
13,39,Flight of the IntruderåÊ
171,200,Walk Hard: The Dewey Cox StoryåÊ
119,208,The Shipping NewsåÊ
44,162,American OutlawsåÊ
188,100,The Young VictoriaåÊ
166,142,WhiteoutåÊ
584,975,The Tree of LifeåÊ
67,141,Knock OffåÊ
233,212,SabotageåÊ
112,204,The OrderåÊ
151,280,Punisher: War ZoneåÊ
63,113,ZoomåÊ
335,195,The WalkåÊ
24,31,Warriors of VirtueåÊ
147,196,A Good YearåÊ
51,105,LutheråÊ            
10,71,Radio FlyeråÊ
12,129,"Blood In, Blood OutåÊ"
50,99,Smilla's Sense of SnowåÊ
149,232,Femme FataleåÊ
24,55,Lion of the DesertåÊ
28,25,The Horseman on the RoofåÊ
95,159,Ride with the DevilåÊ
288,127,BiutifulåÊ
10,15,The LoversåÊ
58,76,BandidasåÊ
,,Black Water TransitåÊ
297,524,The Maze RunneråÊ
90,89,Unfinished BusinessåÊ
56,150,The Age of InnocenceåÊ
274,915,The FountainåÊ
68,94,Chill FactoråÊ
98,86,StolenåÊ
256,144,PonyoåÊ
117,116,The Longest RideåÊ
107,260,The Astronaut's WifeåÊ
52,61,I Dreamed of AfricaåÊ
135,50,Playing for KeepsåÊ
211,108,Mandela: Long Walk to FreedomåÊ
57,127,RedsåÊ
81,319,A Few Good MenåÊ
107,232,Exit WoundsåÊ
100,148,Big Momma's HouseåÊ
60,16,Thunder and the House of MagicåÊ
195,211,The Darkest HouråÊ
121,72,Step Up RevolutionåÊ
285,1033,Snakes on a PlaneåÊ
103,181,The WatcheråÊ
192,622,The PunisheråÊ
90,114,Goal! The Dream BeginsåÊ
258,134,SafeåÊ
56,175,Pushing TinåÊ
197,647,Star Wars: Episode VI - Return of the JediåÊ
254,396,DoomsdayåÊ
299,370,The ReaderåÊ
163,139,WanderluståÊ
152,395,ElfåÊ
53,118,PhenomenonåÊ
67,100,Snow DogsåÊ
88,159,ScroogedåÊ
163,441,Nacho LibreåÊ
371,485,BridesmaidsåÊ
418,669,This Is the EndåÊ
131,398,StigmataåÊ
98,224,Men of HonoråÊ
119,132,TakersåÊ
133,108,The Big WeddingåÊ
88,47,"Big Mommas: Like Father, Like SonåÊ"
522,571,Source CodeåÊ
43,112,AliveåÊ
224,383,The Number 23åÊ
122,28,The Young and Prodigious T.S. SpivetåÊ
56,217,1941åÊ
75,108,Dreamer: Inspired by a True StoryåÊ
441,1125,A History of ViolenceåÊ
163,340,Transporter 2åÊ
63,216,The Quick and the DeadåÊ
90,102,Laws of AttractionåÊ
163,382,Bringing Out the DeadåÊ
197,187,Repo MenåÊ
93,364,Dragon Wars: D-WaråÊ
15,30,BogusåÊ
260,158,The Incredible Burt WonderstoneåÊ
18,49,Cats Don't DanceåÊ
70,161,Cradle Will RockåÊ
183,175,The Good GermanåÊ
12,31,George and the DragonåÊ
261,983,Apocalypse NowåÊ
167,113,Going the DistanceåÊ
42,154,Mr. Holland's OpusåÊ
130,100,CriminalåÊ
66,200,Out of AfricaåÊ
449,491,FlightåÊ
121,294,MoonrakeråÊ
536,644,The Grand Budapest HotelåÊ
135,268,Hearts in AtlantisåÊ
74,136,ArachnophobiaåÊ
168,510,FrequencyåÊ
464,1211,GhostbustersåÊ
204,219,VacationåÊ
96,150,Get ShortyåÊ
223,1017,ChicagoåÊ
112,289,Big DaddyåÊ
142,431,American Pie 2åÊ
166,391,Toy StoryåÊ
114,373,SpeedåÊ
214,164,The VowåÊ
126,64,Extraordinary MeasuresåÊ
157,402,Remember the TitansåÊ
104,241,The Hunt for Red OctoberåÊ
304,323,Lee Daniels' The ButleråÊ
191,392,Dodgeball: A True Underdog StoryåÊ
55,125,The Addams FamilyåÊ
59,178,Ace Ventura: When Nature CallsåÊ
108,301,The Princess DiariesåÊ
50,117,The First Wives ClubåÊ
216,1080,Se7enåÊ
472,1262,District 9åÊ
89,186,The SpongeBob SquarePants MovieåÊ
229,935,Mystic RiveråÊ
268,1106,Million Dollar BabyåÊ
145,337,Analyze ThisåÊ
177,1111,The NotebookåÊ
175,154,27 DressesåÊ
131,140,Hannah Montana: The MovieåÊ
41,49,Rugrats in Paris: The MovieåÊ
30,109,The Prince of TidesåÊ
57,329,Legends of the FallåÊ
391,452,Up in the AiråÊ
217,612,About SchmidtåÊ
452,326,Warm BodiesåÊ
589,667,LooperåÊ
61,122,Down to EarthåÊ
79,182,BabeåÊ
234,178,Hope SpringsåÊ
253,325,Forgetting Sarah MarshallåÊ
51,257,Friday Night LightsåÊ            
123,340,Four BrothersåÊ
145,97,Baby MamaåÊ
65,162,Hope FloatsåÊ
152,129,Bride WarsåÊ
94,152,Without a PaddleåÊ
119,339,13 Going on 30åÊ
487,509,Midnight in ParisåÊ
121,64,The Nut JobåÊ
147,426,BlowåÊ
85,223,Message in a BottleåÊ
98,293,Star Trek V: The Final FrontieråÊ
39,72,Like MikeåÊ
43,85,Naked Gun 33 1/3: The Final InsultåÊ
108,300,A View to a KillåÊ
209,307,The Curse of the Were-RabbitåÊ
131,243,P.S. I Love YouåÊ
73,86,Racing StripesåÊ
316,581,AtonementåÊ
159,156,Letters to JulietåÊ
63,119,Black RainåÊ
162,189,The Three StoogesåÊ
267,467,Corpse BrideåÊ
95,145,Glory RoadåÊ
478,461,SicarioåÊ
305,277,SouthpawåÊ
397,691,Drag Me to HellåÊ
214,209,The Age of AdalineåÊ
82,292,Secondhand LionsåÊ
138,86,Step Up 3DåÊ
69,216,Blue CrushåÊ
253,529,Stranger Than FictionåÊ
304,527,30 Days of NightåÊ
634,986,The Cabin in the WoodsåÊ
111,409,Meet the SpartansåÊ
77,215,Midnight RunåÊ
120,226,The Running ManåÊ
63,165,Little Shop of HorrorsåÊ
