budget,imdb_score,duration,movie_title
70000000,8.6,169,Saving Private Ryanξ
66000000,6.5,132,Need for Speedξ
70000000,6.4,127,What Women Wantξ
59000000,7.6,103,Ice Ageξ
68000000,5.5,136,Dreamcatcherξ
65000000,7.4,150,Lincolnξ
63000000,8.7,136,The Matrixξ
62000000,7.6,140,Apollo 13ξ
65000000,7.5,113,Total Recallξ
60000000,5.5,104,The Santa Clause 2ξ
61000000,7.6,158,Les Mis��rablesξ
65000000,6.5,119,You've Got Mailξ
65000000,6.9,106,Step Brothersξ
65000000,6.7,136,The Mask of Zorroξ
65000000,6.6,95,Due Dateξ
65000000,7.2,137,Unbrokenξ
65000000,6.4,130,Space Cowboysξ
70000000,6.4,124,Cliffhangerξ
50000000,6,108,Broken Arrowξ
60000000,6.1,104,The Kidξ
63000000,6,129,World Trade Centerξ
65000000,6.4,117,Mona Lisa Smileξ
65000000,6.4,99,The Dictatorξ
65000000,7.3,159,Eyes Wide Shutξ
65000000,5.2,118,Annieξ
50100000,6.6,105,Focusξ
65000000,6.3,103,This Means Warξ
65000000,5.9,122,Blade: Trinityξ
16900000,6.4,114,Red Dawnξ
65000000,6.7,143,Primary Colorsξ
65000000,5.4,96,Resident Evil: Retributionξ
45000000,6.4,111,Death Raceξ
65000000,6.7,121,The Long Kiss Goodnightξ
65000000,6.2,135,Proof of Lifeξ
65000000,6.1,101,Zathura: A Space Adventureξ
63000000,8.8,151,Fight Clubξ
65000000,7.1,131,We Are Marshallξ
,8.1,60,The Missingξ            
70000000,5.7,100,Hudson Hawkξ
65000000,5,105,Lucky Numbersξ
65000000,5.1,92,"I, Frankensteinξ"
50000000,6.9,130,Oliver Twistξ
43000000,4.8,100,Elektraξ
65000000,6.5,102,Sin City: A Dame to Kill Forξ
64000000,5.1,133,Random Heartsξ
55000000,7.1,121,Everestξ
50000000,7.5,147,Perfume: The Story of a Murdererξ
63000000,6.2,94,Austin Powers in Goldmemberξ
65000000,6.3,94,Astro Boyξ
63000000,8.1,127,Jurassic Parkξ
63000000,6.6,212,Wyatt Earpξ
62000000,6.9,141,Clear and Present Dangerξ
65000000,6.1,103,Dragon Bladeξ
64000000,4.3,98,Littlemanξ
62000000,6.6,116,U-571ξ
62000000,6.8,114,The American Presidentξ
62000000,3.8,87,The Love Guruξ
42000000,5.9,125,3000 Miles to Gracelandξ
44000000,7.9,187,The Hateful Eightξ
61000000,6.3,93,Blades of Gloryξ
63000000,5.5,95,Hopξ
65000000,7.7,117,300ξ
80000000,6.3,106,Meet the Fockersξ
60000000,7.1,115,Marley & Meξ
60000000,8.5,189,The Green Mileξ
,5.9,100,Wild Hogsξ
150000000,5.8,81,Chicken Littleξ
61000000,8.1,149,Gone Girlξ
60000000,7.9,119,The Bourne Identityξ
58000000,7.2,130,GoldenEyeξ
95000000,6.3,116,The General's Daughterξ
60000000,8.1,103,The Truman Showξ
70000000,7,99,The Prince of Egyptξ
60000000,5.5,92,Daddy Day Careξ
61000000,6.7,109,2 Gunsξ
60000000,5.2,87,Cats & Dogsξ
60000000,7,111,The Italian Jobξ
60000000,6.1,101,Two Weeks Noticeξ
105000000,6.6,83,Antzξ
60000000,5.5,113,Couples Retreatξ
60000000,5.9,107,Days of Thunderξ
60000000,5.4,94,Cheaper by the Dozen 2ξ
61000000,6.4,132,The Scorch Trialsξ
60000000,5.7,140,Eat Pray Loveξ
60000000,6.7,125,The Family Manξ
58000000,7.1,111,REDξ
55000000,6.8,156,Any Given Sundayξ
60000000,6.5,170,The Horse Whispererξ
65000000,7.6,120,Collateralξ
60000000,5.5,100,The Scorpion Kingξ
55000000,6.5,115,Ladder 49ξ
60000000,7,130,Jack Reacherξ
60000000,5.8,105,Deep Blue Seaξ
60000000,7.3,111,This Is Itξ
60000000,6.6,106,Contagionξ
60000000,4.4,89,Kangaroo Jackξ
60000000,7.7,100,Coralineξ
48000000,5,91,The Happeningξ
70000000,7.7,146,Man on Fireξ
50000000,4.4,98,The Shaggy Dogξ
60000000,6.1,101,Starsky & Hutchξ
60000000,5.4,94,Jingle All the Wayξ
66000000,6.8,132,Hellboyξ
60000000,6.5,115,A Civil Actionξ
60000000,7,92,ParaNormanξ
60000000,6.3,124,The Jackalξ
60000000,6.3,119,Paycheckξ
60000000,6.1,124,Up Close & Personalξ
60000000,6.1,93,The Tale of Despereauxξ
,7.3,22,Rules of Engagementξ            
60000000,5.3,98,The Tuxedoξ
60000000,5.4,92,Under Siege 2: Dark Territoryξ
60000000,6.2,105,Jack Ryan: Shadow Recruitξ
60000000,6.6,124,Joyξ
60000000,5.9,99,London Has Fallenξ
75000000,6.3,116,Alien: Resurrectionξ
61000000,7.2,124,Shooterξ
60000000,6.8,96,The Boxtrollsξ
48000000,6.1,104,Practical Magicξ
60000000,7.8,100,The Lego Movieξ
45000000,5,115,Miss Congeniality 2: Armed and Fabulousξ
60000000,6.2,101,Reign of Fireξ
60000000,6.7,113,Gangster Squadξ
60000000,4.9,100,Year Oneξ
60000000,7.4,134,Invictusξ
,7.1,127,State of Playξ
60000000,6.2,125,Duplicityξ
65000000,4.9,94,My Favorite Martianξ
60000000,6.1,107,The Sentinelξ
70000000,6.1,91,Planet 51ξ
60000000,6.4,116,Star Trek: Nemesisξ
60000000,6.3,100,Intolerable Crueltyξ
,6.8,111,Trouble with the Curveξ
80000000,6.6,117,Edge of Darknessξ
40000000,5.7,110,The Relicξ
60000000,5.9,96,Analyze Thatξ
60000000,6,101,Righteous Killξ
60000000,6.1,111,Mercury Risingξ
60000000,6.7,117,The Soloistξ
60000000,6.7,126,The Legend of Bagger Vanceξ
60000000,7.9,152,Almost Famousξ
,5,86,Garfield 2ξ
87000000,4.3,101,xXx: State of the Unionξ
60000000,5.7,87,Priestξ
60000000,6.7,85,Sinbad: Legend of the Seven Seasξ
60000000,6.7,130,Event Horizonξ
220000000,8.1,173,The Avengersξ
60000000,6.1,104,Dragonflyξ
50000000,5.6,121,The Black Dahliaξ
60000000,6.6,140,Flyboysξ
60000000,6.9,131,The Last Castleξ
65000000,4.8,91,Supernovaξ
60000000,6.2,118,Winter's Taleξ
60000000,6,130,The Mortal Instruments: City of Bonesξ
60000000,4.9,90,Meet Daveξ
30000000,5.6,103,Dark Waterξ
55000000,6.1,122,Edtvξ
60000000,6.1,106,Inkheartξ
60000000,4.8,103,The Spiritξ
60000000,5.5,107,Mortdecaiξ
60000000,3.8,156,In the Name of the King: A Dungeon Siege Taleξ
35000000,6.5,127,Beyond Bordersξ
68005000,6,119,Xi you ji zhi: Sun Wukong san da Baigu Jingξ
80000000,6.7,132,The Great Raidξ
58000000,8.1,108,Deadpoolξ
60000000,4.9,114,Holy Manξ
58800000,7.3,133,American Sniperξ
58000000,6.4,103,Goosebumpsξ
3000000,6.6,22,"Sabrina, the Teenage Witchξ            "
58000000,6.7,95,Just Like Heavenξ
60000000,3.6,90,The Flintstones in Viva Rock Vegasξ
63000000,5.7,87,Rambo IIIξ
58000000,6,114,Leatherheadsξ
,4.9,119,The Ridiculous 6ξ
58000000,4.7,103,Did You Hear About the Morgans?ξ
58000000,6.3,125,The Internshipξ
60000000,5.9,97,Resident Evil: Afterlifeξ
58000000,5.9,125,Red Tailsξ
,7,30,Sex and the Cityξ            
57000000,7.5,136,The Devil's Advocateξ
70000000,5.6,116,That's My Boyξ
57000000,6.4,103,DragonHeartξ
58000000,6.3,97,After the Sunsetξ
57000000,4.3,96,Ghost Rider: Spirit of Vengeanceξ
57000000,5.9,131,Captain Corelli's Mandolinξ
,6.7,22,Anger Managementξ            
56000000,5.5,95,The Pacifierξ
56000000,6.2,86,Walking Tallξ
55000000,8.8,142,Forrest Gumpξ
60000000,5.2,92,Alvin and the Chipmunksξ
55000000,7,108,Meet the Parentsξ
55000000,6.6,84,Pocahontasξ
55000000,7.3,188,Supermanξ
54000000,5.6,95,The Nutty Professorξ
70000000,6.6,118,Hitchξ
55000000,5.4,92,George of the Jungleξ
55000000,6.3,74,American Weddingξ
55000000,7.9,134,Captain Phillipsξ
55000000,6.3,101,Date Nightξ
50000000,6,100,Casperξ
55000000,7.2,132,The Equalizerξ
55000000,5.1,105,Maid in Manhattanξ
53000000,7.3,123,Crimson Tideξ
55000000,8,117,The Pursuit of Happynessξ
55000000,6.2,98,Flightplanξ
55000000,6,128,Disclosureξ
55000000,6.7,114,City of Angelsξ
30000000,8.1,111,Kill Bill: Vol. 1ξ
55000000,6.4,85,Bowfingerξ
1400000,8.4,44,Stargate SG-1ξ            
30000000,8,137,Kill Bill: Vol. 2ξ
55000000,6.3,97,Tango & Cashξ
55000000,6.4,104,Death Becomes Herξ
55000000,6.6,110,Shanghai Noonξ
55000000,6.4,133,Executive Decisionξ
55000000,6,94,Mr. Popper's Penguinsξ
55000000,6.6,104,The Forbidden Kingdomξ
55000000,5.9,91,Free Birdsξ
50000000,6.4,145,Alien 3ξ
55000000,6.3,135,Evitaξ
55000000,7.3,122,Roninξ
55000000,6.8,110,The Ghost and the Darknessξ
55000000,7.2,95,Paddingtonξ
68000000,5.7,102,The Watchξ
55000000,6,94,The Huntedξ
55000000,6.5,126,Instinctξ
55000000,5.8,118,Stuck on Youξ
55000000,5.8,99,Semi-Proξ
55000000,6.7,88,The Pirates! Band of Misfitsξ
55000000,7.8,141,Changelingξ
50000000,5.6,107,Chain Reactionξ
55000000,5.8,116,The Fanξ
70000000,7.4,143,The Phantom of the Operaξ
55000000,6.9,114,Elizabeth: The Golden Ageξ
62000000,5.5,93,��on Fluxξ
56000000,6.3,280,Gods and Generalsξ
71000000,4.7,100,Turbulenceξ
55000000,5.6,107,Imagine Thatξ
50000000,6.4,119,Muppets Most Wantedξ
57000000,4.2,95,Thunderbirdsξ
55000000,6.4,119,Burlesqueξ
47000000,7.7,133,A Very Long Engagementξ
2000000,7.7,152,Lolitaξ
55000000,5.3,96,Eye See Youξ
54000000,6.7,117,Blade IIξ
55000000,7.7,123,Seven Poundsξ
55000000,5.7,92,Bullet to the Headξ
54000000,7.6,170,The Godfather: Part IIIξ
57000000,6.4,123,Elizabethtownξ
54000000,5.6,110,"You, Me and Dupreeξ"
54000000,6.8,116,Superman IIξ
54000000,2.4,121,Gigliξ
55000000,6.2,128,All the King's Menξ
46000000,5.9,99,Shaftξ
50000000,7.1,94,Anastasiaξ
52500000,7.6,127,Moulin Rouge!ξ
53000000,5.5,89,Domestic Disturbanceξ
53000000,7,123,Black Massξ
90000000,7.1,135,Flags of Our Fathersξ
50000000,7.4,118,Law Abiding Citizenξ
53000000,7.6,189,Grindhouseξ
55000000,5.9,172,Belovedξ
55000000,5.9,124,Lucky Youξ
52000000,8,141,Catch Me If You Canξ
40000000,7.4,157,Zero Dark Thirtyξ
52000000,5.8,106,The Break-Upξ
52000000,6.3,108,Mamma Mia!ξ
52000000,5.7,125,Valentine's Dayξ
50000000,5.1,107,The Dukes of Hazzardξ
52000000,7.6,215,The Thin Red Lineξ
52000000,6.4,118,The Change-Upξ
52000000,7.4,118,Man on the Moonξ
52000000,8.2,178,Casinoξ
52000000,6.5,92,From Paris with Loveξ
52000000,5.5,104,Bulletproof Monkξ
51000000,6.5,116,"Me, Myself & Ireneξ"
51000000,5.6,90,Barnyardξ
,4.9,93,Deck the Hallsξ
50000000,4.6,130,The Twilight Saga: New Moonξ
60000000,7.9,90,Shrekξ
50200000,7.1,106,The Adjustment Bureauξ
48000000,6.9,155,Robin Hood: Prince of Thievesξ
50000000,7.3,139,Jerry Maguireξ
50000000,7,112,Tedξ
50000000,7.7,139,As Good as It Getsξ
50000000,6.7,115,Patch Adamsξ
50000000,6.3,143,Anchorman 2: The Legend Continuesξ
50000000,5.8,96,Mr. Deedsξ
50000000,7.1,112,Super 8ξ
52000000,7.3,131,Erin Brockovichξ
50000000,6.4,116,How to Lose a Guy in 10 Daysξ
50000000,7.1,112,22 Jump Streetξ
60000000,7.6,123,Interview with the Vampire: The Vampire Chroniclesξ
70000000,6.8,104,Yes Manξ
50000000,6.6,107,Central Intelligenceξ
50000000,6.7,124,Stepmomξ
50000000,6.1,96,Daddy's Homeξ
50000000,6,125,Into the Woodsξ
45000000,7.6,129,Inside Manξ
50000000,7.1,90,Paybackξ
50000000,5,109,Congoξ
,7.1,124,We Bought a Zooξ
50000000,6.2,121,Knowingξ
50000000,5.6,95,Failure to Launchξ
,5.4,128,The Ring Twoξ
50000000,7.4,118,"Crazy, Stupid, Love.ξ"
35000000,5,80,Garfieldξ
60000000,5.2,99,Christmas with the Kranksξ
50000000,7.6,133,Moneyballξ
50000000,6.6,127,Outbreakξ
50000000,7,106,Non-Stopξ
65000000,5.7,98,Race to Witch Mountainξ
54000000,8.2,132,V for Vendettaξ
50000000,6.2,114,Shanghai Knightsξ
,7.9,45,Unforgottenξ            
50000000,6.6,78,Curious Georgeξ
50000000,4.7,101,Herbie Fully Loadedξ
50000000,6.3,113,Don't Say a Wordξ
50000000,6.1,98,Hansel & Gretel: Witch Huntersξ
50000000,6.7,124,Unfaithfulξ
60000000,6.1,109,I Am Number Fourξ
50000000,7,128,Syrianaξ
50000000,7.4,144,13 Hoursξ
50000000,7.3,95,The Book of Lifeξ
50000000,5.8,105,Firewallξ
50000000,6.7,121,Absolute Powerξ
50000000,5.8,125,G.I. Janeξ
50000000,7.8,129,The Gameξ
50000000,6.6,132,Silent Hillξ
50000000,6.5,118,The Replacementsξ
50000000,6.7,113,American Reunionξ
50000000,7.3,140,The Negotiatorξ
50000000,5.8,89,Into the Stormξ
55000000,5.5,104,Beverly Hills Cop IIIξ
50000000,6.3,106,Gremlins 2: The New Batchξ
50000000,7.4,141,The Judgeξ
50000000,5.9,124,The Peacemakerξ
45000000,6.2,98,Resident Evil: Apocalypseξ
40000000,5.9,108,Bridget Jones: The Edge of Reasonξ
50000000,6.5,114,Out of Timeξ
50000000,4.4,101,On Deadly Groundξ
50000000,3.5,93,The Adventures of Sharkboy and Lavagirl 3-Dξ
50000000,6.6,119,The Beachξ
50000000,6,119,Raising Helenξ
40000000,6.4,99,Ninja Assassinξ
50000000,6.5,137,For Love of the Gameξ
,7.8,105,A Touch of Frostξ            
40000000,4.3,117,Stripteaseξ
50000000,4.2,87,Marmadukeξ
50000000,6.5,129,Hereafterξ
50000000,6.1,115,Murder by Numbersξ
50000000,6.3,132,Assassinsξ
50000000,6.2,131,Hannibal Risingξ
50000000,5.9,95,The Story of Usξ
40000000,5.9,125,The Hostξ
50000000,6.5,98,Basicξ
50000000,6.4,110,Blood Workξ
50000000,6.5,118,The Internationalξ
50000000,5.7,101,Escape from L.A.ξ
,7.5,60,Twistedξ            
70000000,8,90,The Iron Giantξ
50000000,7.3,119,The Life Aquatic with Steve Zissouξ
50000000,6.7,139,Free State of Jonesξ
50000000,7.5,130,The Life of David Galeξ
40000000,5.4,100,Man of the Houseξ
50000000,6.6,114,Run All Nightξ
25000000,7.7,96,Eastern Promisesξ
50000000,5.8,110,Into the Blueξ
390000000,6.4,158,The Messenger: The Story of Joan of Arcξ
49900000,5.6,102,Your Highnessξ
55000000,6,84,Dream Houseξ
50000000,6.2,115,Mad Cityξ
50000000,5.9,99,Baby's Day Outξ
50000000,5.1,135,The Scarlet Letterξ
22000000,6.8,108,Fair Gameξ
,7,43,Defianceξ            
50000000,6,127,Dominoξ
50000000,5.1,107,Jadeξ
50000000,5.8,95,Gamerξ
60000000,6.2,124,Beautiful Creaturesξ
55000000,6.4,109,Death to Smoochyξ
50000000,4.8,102,Zoolander 2ξ
50000000,4.9,88,The Big Bounceξ
50000000,5.6,87,What Planet Are You From?ξ
50000000,5.5,104,Drive Angryξ
18000000,3.7,96,Street Fighter: The Legend of Chun-Liξ
49000000,5.9,85,The Oneξ
,8.5,64,Outlanderξ            
40000000,6.3,104,The Adventures of Ford Fairlaneξ
,7.4,135,Pirate Radioξ
48000000,7.6,190,Trafficξ
48000000,8.3,127,Indiana Jones and the Last Crusadeξ
,6.6,129,Anna Kareninaξ
49000000,6.9,120,Chappieξ
48000000,6.7,118,The Bone Collectorξ
48000000,6.8,112,Panic Roomξ
1500000,4.6,89,The Tooth Fairyξ
48000000,7.1,114,Three Kingsξ
50000000,6.4,137,Child 44ξ
48000000,6.4,112,Rat Raceξ
48000000,7.4,120,K-PAXξ
48000000,6.4,123,Kate & Leopoldξ
48000000,6,93,Bedazzledξ
58000000,6.5,123,The Cotton Clubξ
55000000,7.8,122,3:10 to Yumaξ
48000000,6,115,Taken 3ξ
48000000,7,123,Out of Sightξ
47000000,6,96,The Cable Guyξ
,7.8,110,Earthξ
100000000,6.1,105,Dick Tracyξ
48000000,6.8,113,The Thomas Crown Affairξ
48000000,6.4,132,Riding in Cars with Boysξ
14000000,7.7,93,First Bloodξ
1000000,8.1,115,Solarisξ
47000000,4.5,75,Happily N'Ever Afterξ
47000000,5.8,108,Mary Reillyξ
46000000,6.3,105,My Best Friend's Weddingξ
48000000,5.7,102,America's Sweetheartsξ
46000000,7.2,118,Insomniaξ
45000000,7.6,111,Star Trek: First Contactξ
47000000,4.7,81,Jonah Hexξ
46000000,6.6,116,Courage Under Fireξ
45000000,6.8,86,Liar Liarξ
25000000,7.3,127,The Infiltratorξ
48000000,2.7,140,Inchonξ
45000000,4.8,91,The Flintstonesξ
45000000,6.3,98,Taken 2ξ
48000000,5.5,84,Scary Movie 3ξ
45000000,6.2,109,Miss Congenialityξ
45000000,5.8,93,Journey to the Center of the Earthξ
40000000,5.7,113,The Princess Diaries 2: Royal Engagementξ
45000000,6.5,141,The Pelican Briefξ
45000000,6.7,119,The Clientξ
45000000,7.4,97,The Bucket Listξ
45000000,6.9,117,Patriot Gamesξ
60000000,5.5,101,Monster-in-Lawξ
46000000,8.1,153,Prisonersξ
45000000,7.7,122,Training Dayξ
45000000,7.3,102,Galaxy Questξ
45000000,5.2,83,Scary Movie 2ξ
45000000,7.1,103,The Muppetsξ
45000000,7.1,110,Bladeξ
30000000,7.2,136,Coach Carterξ
45000000,6.5,91,Changing Lanesξ
45000000,4.6,89,Anacondaξ
45000000,5.6,107,Coyote Uglyξ
45000000,7.7,129,Love Actuallyξ
120000000,7.2,95,A Bug's Lifeξ
35000000,6.8,122,From Hellξ
45000000,5.4,110,The Specialistξ
45000000,6.3,135,Tin Cupξ
2500000,7.2,111,"Yours, Mine and Oursξ"
45000000,5.6,95,Kicking & Screamingξ
50000000,6.8,109,The Hitchhiker's Guide to the Galaxyξ
26000000,4.3,93,Fat Albertξ
45000000,6.3,94,Resident Evil: Extinctionξ
40000000,6.5,117,Blendedξ
45000000,6.4,112,Last Holidayξ
45000000,6.3,111,The River Wildξ
45000000,5.9,96,The Indian in the Cupboardξ
45000000,6.5,141,Savagesξ
25000000,6.5,94,Cellularξ
35000000,6.1,87,Johnny Englishξ
50000000,5.9,88,The Ant Bullyξ
40000000,6.6,177,Duneξ
45000000,7.4,133,Across the Universeξ
35000000,7.3,119,Revolutionary Roadξ
52000000,6.6,102,16 Blocksξ
70000000,5.6,101,Babylon A.D.ξ
45000000,5.3,91,The Glimmer Manξ
45000000,6,117,Multiplicityξ
45000000,5.4,86,Aliens in the Atticξ
45000000,6.8,124,The Pledgeξ
45000000,6.4,134,The Producersξ
35000000,7.1,95,Dreddξ
45000000,4.9,100,The Phantomξ
57000000,5.8,220,All the Pretty Horsesξ
50000000,7.1,212,Nixonξ
45000000,7.2,128,The Ghost Writerξ
45000000,6,106,Deep Risingξ
45000000,6,160,Miracle at St. Annaξ
45000000,7,114,Curse of the Golden Flowerξ
40000000,5.4,99,Bangkok Dangerousξ
40000000,6.5,74,Big Troubleξ
45000000,6.4,139,Love in the Time of Choleraξ
,8.3,52,The Returnedξ            
45000000,4.9,103,Shadow Conspiracyξ
45000000,6.3,101,Johnny English Rebornξ
65000000,1.7,91,Foodfight!ξ
44500000,7.7,130,Argoξ
44000000,7.8,130,The Fugitiveξ
40000000,5.5,110,The Bounty Hunterξ
44000000,7.5,147,Sleepersξ
44000000,6.4,96,Rambo: First Blood Part IIξ
44000000,5.6,118,The Jurorξ
2600000,7.5,88,Pinocchioξ
44000000,6.8,325,Heaven's Gateξ
50000000,6.8,102,Underworld: Evolutionξ
40000000,6,110,Victor Frankensteinξ
43000000,7.3,136,Finding Forresterξ
43000000,6,103,28 Daysξ
45000000,7,103,Unleashedξ
43000000,5.1,90,The Sweetest Thingξ
42000000,6.8,154,The Firmξ
44000000,6.5,99,Charlie St. Cloudξ
40000000,6.6,93,The Mechanicξ
42000000,7.2,109,21 Jump Streetξ
42000000,7,124,Notting Hillξ
45000000,7,84,Chicken Runξ
42000000,5.9,90,Along Came Pollyξ
40000000,5.4,117,Boomerangξ
43000000,6.6,123,The Heatξ
31115000,7,251,Cleopatraξ
42000000,6.5,105,Here Comes the Boomξ
42000000,6.3,115,High Crimesξ
42000000,6.5,122,The Mirror Has Two Facesξ
32000000,6.5,119,The Mothman Propheciesξ
42000000,5.8,81,Br�_noξ
32000000,6.6,133,Licence to Killξ
42000000,5.4,100,Red Riding Hoodξ
42000000,6.1,120,15 Minutesξ
42000000,4,104,Super Mario Bros.ξ
50000000,7.6,122,Lord of Warξ
31000000,7.9,80,Heroξ
40000000,5.3,91,One for the Moneyξ
44000000,6.6,112,The Interviewξ
45000000,6.3,100,The Warrior's Wayξ
,7.5,30,McHale's Navyξ            
27000000,7.2,105,Micmacsξ
41000000,7,110,8 Mileξ
,4.9,101,Animal Kingdom: Let's go Apeξ
65000000,6.9,144,A Knight's Taleξ
41000000,5.2,108,The Medallionξ
40000000,8.1,107,The Sixth Senseξ
42000000,6.6,102,Man on a Ledgeξ
41000000,6.2,100,The Big Yearξ
8000000,7.2,126,The Karate Kidξ
40000000,7.3,138,American Hustleξ
40000000,6.7,108,The Proposalξ
70000000,6.4,105,Double Jeopardyξ
40000000,7.8,108,Back to the Future Part IIξ
40000000,6.4,89,Lucyξ
40000000,4.1,129,Fifty Shades of Greyξ
38000000,4.1,84,Spy Kids 3-D: Game Overξ
40000000,7.4,149,A Time to Killξ
40000000,5.8,94,Cheaper by the Dozenξ
40000000,7.6,121,Lone Survivorξ
40000000,7.2,128,A League of Their Ownξ
40000000,7.8,134,The Conjuring 2ξ
40000000,7.7,120,The Social Networkξ
40000000,6.4,129,He's Just Not That Into Youξ
45000000,5.1,89,Scary Movie 4ξ
40000000,5.5,116,Scream 3ξ
40000000,7.4,118,Back to the Future Part IIIξ
40000000,6,107,Get Hardξ
40000000,7.5,155,Bram Stoker's Draculaξ
40000000,7,123,Julie & Juliaξ
40000000,7.5,128,42ξ
40000000,7.3,139,The Talented Mr. Ripleyξ
35000000,5.7,109,Dumb and Dumber Toξ
40000000,7.3,120,Eight Belowξ
35000000,7.2,121,The Internξ
40000000,5.9,102,Ride Along 2ξ
40000000,7.8,117,The Last of the Mohicansξ
40000000,7.7,178,Rayξ
40000000,8.1,147,Sin Cityξ
40000000,6.6,90,Vantage Pointξ
40000000,7.1,105,"I Love You, Manξ"
40000000,5.9,114,Shallow Halξ
40000000,8,206,JFKξ
40000000,4.6,99,Big Momma's House 2ξ
34000000,6.1,123,The Mexicanξ
65000000,7.2,137,Unbrokenξ
20000000,6.4,102,17 Againξ
40000000,6,109,The Other Womanξ
40000000,5.2,82,The Final Destinationξ
40000000,7.6,142,Bridge of Spiesξ
40000000,6.4,106,Behind Enemy Linesξ
,6.4,114,Get Him to the Greekξ
50000000,6.1,106,Shall We Danceξ
40000000,6.1,108,Small Soldiersξ
40000000,5.2,98,Spawnξ
35000000,7.7,131,The Count of Monte Cristoξ
40000000,7.3,118,The Lincoln Lawyerξ
30000000,6.9,113,Unknownξ
40000000,8.5,130,The Prestigeξ
42000000,6.3,116,Horrible Bosses 2ξ
40000000,5.9,89,Escape from Planet Earthξ
40000000,7.8,139,Apocalyptoξ
30000000,6.7,130,The Living Daylightsξ
40000000,6.4,107,Predatorsξ
40000000,5.9,116,Legal Eaglesξ
40000000,6.6,96,Secret Windowξ
40000000,6.8,99,The Lake Houseξ
43000000,6.5,104,The Skeleton Keyξ
25000000,6.6,105,The Odd Life of Timothy Greenξ
40000000,5.8,101,Made of Honorξ
40000000,6.9,134,Jersey Boysξ
40000000,7.1,135,The Rainmakerξ
40000000,5.8,98,Gothikaξ
36000000,7.2,155,Amistadξ
40000000,6,106,Medicine Manξ
40000000,4.7,102,Aliens vs. Predator: Requiemξ
40000000,5.2,95,Ri΢hie Ri΢hξ
40000000,5.5,103,Autumn in New Yorkξ
,6.5,95,Music and Lyricsξ
40000000,7,109,Paulξ
40000000,5.8,95,The Guilt Tripξ
40000000,6.2,111,Scream 4ξ
40000000,6.5,123,8MMξ
38000000,7.2,140,The Doorsξ
40000000,5.1,94,Sex Tapeξ
60000000,4.7,94,Hanging Upξ
40000000,5.9,92,Final Destination 5ξ
40000000,5.8,102,Mickey Blue Eyesξ
40000000,7.2,123,Pay It Forwardξ
30000000,6.2,104,Fever Pitchξ
,7.4,30,Arthurξ            
40000000,5.7,102,Drillbit Taylorξ
40000000,6.1,136,A Million Ways to Die in the Westξ
25000000,6,93,The Shadowξ
40000000,6.9,129,Extremely Loud & Incredibly Closeξ
40000000,6.5,107,Morning Gloryξ
40000000,5,117,Get Rich or Die Tryin'ξ
40000000,5.7,116,The Art of Warξ
40000000,7,135,Rentξ
40000000,5.1,107,Bless the Childξ
40000000,5.3,90,The Out-of-Townersξ
40000000,4.4,99,The Island of Dr. Moreauξ
40000000,4.7,104,The Musketeerξ
35000000,6.7,115,The Other Boleyn Girlξ
40000000,6.7,119,Sweet Novemberξ
40000000,5.7,99,The Reapingξ
500000,7.4,112,Mean Streetsξ
40000000,6.1,128,Renaissance Manξ
40000000,6.4,112,Colombianaξ
40000000,6.2,86,The Magic Sword: Quest for Camelotξ
60000000,6.2,108,City by the Seaξ
60000000,5.9,128,At First Sightξ
40000000,4,84,Torqueξ
40000000,6.2,111,City Hallξ
45000000,4.6,131,Showgirlsξ
40000000,6.4,123,Marie Antoinetteξ
40000000,5.9,101,Kiss of Deathξ
40000000,5.1,102,Get Carterξ
45000000,7.6,114,The Impossibleξ
51000000,4.2,107,Ishtarξ
40000000,7.8,87,Fantastic Mr. Foxξ
40000000,5.8,103,Life or Something Like Itξ
40000000,5.9,99,Memoirs of an Invisible Manξ
77000000,8.4,122,Am��lieξ
30000000,4.8,91,New York Minuteξ
60000000,6.2,103,Alfieξ
40000000,6.5,107,Big Miracleξ
40000000,6.3,106,The Deep End of the Oceanξ
42000000,3.3,101,Feardotcomξ
40000000,5.9,109,Cirque du Freak: The Vampire's Assistantξ
40000000,6,110,Victor Frankensteinξ
40000000,5.8,89,Duplexξ
,6.5,100,Soul Menξ
36000000,4.7,119,Raise the Titanicξ
24000000,4.1,83,Universal Soldier: The Returnξ
33000000,6.8,108,Pandorumξ
40000000,6.2,102,Impostorξ
40000000,4.5,93,Extreme Opsξ
40000000,5.8,84,Just Visitingξ
26000000,7.3,107,Sunshineξ
40000000,5.9,91,A Thousand Wordsξ
40000000,4.4,94,Delgoξ
40000000,5.8,115,The Gunmanξ
40000000,5.1,93,Alex Rider: Operation Stormbreakerξ
20000000,6.9,105,Disturbiaξ
20000000,6.2,107,Hackersξ
25000000,6.9,101,The Hunting Partyξ
30000000,7.3,111,The Hudsucker Proxyξ
40000000,7.1,113,The Warlordsξ
25000000,6,112,Nomad: The Warriorξ
39200000,7,126,Snowpiercerξ
25000000,6.8,90,A Monster in Parisξ
,5.7,93,The Last Shotξ
23000000,7.6,98,The Crowξ
18026148,8.4,159,Baahubali: The Beginningξ
39000000,7.1,107,The Time Traveler's Wifeξ
,5.6,102,Because I Said Soξ
38000000,6.7,106,The Fast and the Furiousξ
39000000,7,87,Frankenweenieξ
40000000,8,119,Serenityξ
39000000,5.3,110,Against the Ropesξ
39000000,4.9,125,Superman IIIξ
